Version	1.08	gmtime	1440677356
index	timestamp	eyeroihoriz	eyeroivert	eyeroizoomx	eyeroizoomy	blendmode	blendfactor	onlinecalib	eye_valid	eye_x	eye_y	eye_w	eye_h	eye_a	field_x	field_y	displaymode	displayeyedetection	event
7501	12881002	0	0	0	0	1	128	0	1	384	386	46	50	2321	0	0	0	1	
7502	12881035	0	0	0	0	1	128	0	1	384	386	46	50	2309	0	0	0	1	
7503	12881069	0	0	0	0	1	128	0	1	384	386	46	50	2310	0	0	0	1	
7504	12881102	0	0	0	0	1	128	0	1	384	386	46	50	2302	0	0	0	1	
7505	12881135	0	0	0	0	1	128	0	1	384	384	46	50	2304	0	0	0	1	
7506	12881169	0	0	0	0	1	128	0	1	384	384	46	50	2303	0	0	0	1	
7507	12881202	0	0	0	0	1	128	0	1	384	384	46	50	2312	0	0	0	1	
7508	12881235	0	0	0	0	1	128	0	1	384	384	46	50	2329	0	0	0	1	
7509	12881269	0	0	0	0	1	128	0	1	384	384	46	50	2326	0	0	0	1	
7510	12881302	0	0	0	0	1	128	0	1	386	384	46	51	2347	0	0	0	1	
7511	12881336	0	0	0	0	1	128	0	1	378	386	46	50	2312	0	0	0	1	
7512	12881369	0	0	0	0	1	128	0	1	374	392	45	50	2283	0	0	0	1	
7513	12881402	0	0	0	0	1	128	0	1	374	392	45	51	2298	0	0	0	1	
7514	12881436	0	0	0	0	1	128	0	1	374	392	46	51	2324	0	0	0	1	
7515	12881469	0	0	0	0	1	128	0	1	376	392	46	51	2333	0	0	0	1	
7516	12881502	0	0	0	0	1	128	0	1	376	392	46	51	2355	0	0	0	1	
7517	12881536	0	0	0	0	1	128	0	1	376	392	47	51	2378	0	0	0	1	
7518	12881569	0	0	0	0	1	128	0	1	376	392	47	51	2393	0	0	0	1	
7519	12881602	0	0	0	0	1	128	0	1	376	392	47	51	2394	0	0	0	1	
7520	12881636	0	0	0	0	1	128	0	1	376	392	47	51	2406	0	0	0	1	
7521	12881669	0	0	0	0	1	128	0	1	376	392	47	52	2430	0	0	0	1	
7522	12881703	0	0	0	0	1	128	0	1	380	390	47	52	2482	0	0	0	1	
7523	12881736	0	0	0	0	1	128	0	1	384	384	48	52	2521	0	0	0	1	
7524	12881769	0	0	0	0	1	128	0	1	386	384	48	52	2523	0	0	0	1	
7525	12881803	0	0	0	0	1	128	0	1	386	386	48	53	2544	0	0	0	1	
7526	12881836	0	0	0	0	1	128	0	1	386	386	48	53	2542	0	0	0	1	
7527	12881869	0	0	0	0	1	128	0	1	386	386	48	53	2543	0	0	0	1	
7528	12881903	0	0	0	0	1	128	0	1	386	386	48	52	2528	0	0	0	1	
7529	12881936	0	0	0	0	1	128	0	1	386	386	48	53	2540	0	0	0	1	
7530	12881970	0	0	0	0	1	128	0	1	386	386	48	53	2545	0	0	0	1	
7531	12882003	0	0	0	0	1	128	0	1	378	384	45	50	2267	0	0	0	1	
7532	12882036	0	0	0	0	1	128	0	1	378	382	48	52	2498	0	0	0	1	
7533	12882070	0	0	0	0	1	128	0	1	378	382	48	52	2497	0	0	0	1	
7534	12882103	0	0	0	0	1	128	0	1	378	382	48	53	2513	0	0	0	1	
7535	12882136	0	0	0	0	1	128	0	1	378	382	48	53	2516	0	0	0	1	
7536	12882170	0	0	0	0	1	128	0	1	378	382	48	52	2526	0	0	0	1	
7537	12882203	0	0	0	0	1	128	0	1	378	382	46	53	2459	0	0	0	1	
7538	12882237	0	0	0	0	1	128	0	1	378	382	48	52	2505	0	0	0	1	
7539	12882270	0	0	0	0	1	128	0	1	380	382	48	52	2483	0	0	0	1	
7540	12882303	0	0	0	0	1	128	0	1	384	384	48	52	2503	0	0	0	1	
7541	12882337	0	0	0	0	1	128	0	1	388	386	48	52	2519	0	0	0	1	
7542	12882370	0	0	0	0	1	128	0	1	388	386	48	52	2514	0	0	0	1	
7543	12882403	0	0	0	0	1	128	0	1	388	386	48	52	2506	0	0	0	1	
7544	12882437	0	0	0	0	1	128	0	1	386	386	48	52	2484	0	0	0	1	
7545	12882470	0	0	0	0	1	128	0	1	388	386	48	52	2481	0	0	0	1	
7546	12882503	0	0	0	0	1	128	0	1	388	386	48	52	2471	0	0	0	1	
7547	12882537	0	0	0	0	1	128	0	1	388	386	48	52	2465	0	0	0	1	
7548	12882570	0	0	0	0	1	128	0	1	386	386	48	51	2458	0	0	0	1	
7549	12882604	0	0	0	0	1	128	0	1	376	382	47	51	2388	0	0	0	1	
7550	12882637	0	0	0	0	1	128	0	1	372	380	46	51	2345	0	0	0	1	
7551	12882670	0	0	0	0	1	128	0	1	372	380	46	51	2353	0	0	0	1	
7552	12882704	0	0	0	0	1	128	0	1	372	380	46	51	2357	0	0	0	1	
7553	12882737	0	0	0	0	1	128	0	1	372	380	46	51	2347	0	0	0	1	
7554	12882770	0	0	0	0	1	128	0	1	372	380	46	51	2364	0	0	0	1	
7555	12882804	0	0	0	0	1	128	0	1	384	384	48	51	2441	0	0	0	1	
7556	12882837	0	0	0	0	1	128	0	1	384	384	48	51	2424	0	0	0	1	
7557	12882871	0	0	0	0	1	128	0	1	384	384	47	51	2416	0	0	0	1	
7558	12882904	0	0	0	0	1	128	0	1	384	384	48	51	2424	0	0	0	1	
7559	12882937	0	0	0	0	1	128	0	1	384	384	48	51	2431	0	0	0	1	
7560	12882971	0	0	0	0	1	128	0	1	384	384	48	51	2453	0	0	0	1	
7561	12883004	0	0	0	0	1	128	0	1	384	384	48	51	2463	0	0	0	1	
7562	12883037	0	0	0	0	1	128	0	1	382	384	48	51	2444	0	0	0	1	
7563	12883071	0	0	0	0	1	128	0	1	350	386	43	51	2179	0	0	0	1	
7564	12883104	0	0	0	0	1	128	0	1	342	388	42	51	2140	0	0	0	1	
7565	12883137	0	0	0	0	1	128	0	1	342	388	41	51	2124	0	0	0	1	
7566	12883171	0	0	0	0	1	128	0	1	332	390	39	50	1943	0	0	0	1	
7567	12883204	0	0	0	0	1	128	0	1	328	392	38	50	1917	0	0	0	1	
7568	12883238	0	0	0	0	1	128	0	1	328	392	38	50	1898	0	0	0	1	
7569	12883271	0	0	0	0	1	128	0	1	328	392	38	50	1900	0	0	0	1	
7570	12883304	0	0	0	0	1	128	0	1	328	392	38	50	1881	0	0	0	1	
7571	12883338	0	0	0	0	1	128	0	1	328	392	38	50	1872	0	0	0	1	
7572	12883371	0	0	0	0	1	128	0	1	328	392	38	49	1857	0	0	0	1	
7573	12883404	0	0	0	0	1	128	0	1	330	392	37	49	1816	0	0	0	1	
7574	12883438	0	0	0	0	1	128	0	1	330	392	37	49	1811	0	0	0	1	
7575	12883471	0	0	0	0	1	128	0	1	330	392	37	48	1790	0	0	0	1	
7576	12883504	0	0	0	0	1	128	0	1	330	392	37	48	1767	0	0	0	1	
7577	12883538	0	0	0	0	1	128	0	1	328	392	36	48	1742	0	0	0	1	
7578	12883571	0	0	0	0	1	128	0	1	328	392	36	48	1728	0	0	0	1	
7579	12883605	0	0	0	0	1	128	0	1	328	392	36	48	1740	0	0	0	1	
7580	12883638	0	0	0	0	1	128	0	1	328	392	36	48	1738	0	0	0	1	
7581	12883671	0	0	0	0	1	128	0	1	328	392	36	48	1737	0	0	0	1	
7582	12883705	0	0	0	0	1	128	0	1	328	392	36	48	1743	0	0	0	1	
7583	12883738	0	0	0	0	1	128	0	1	328	392	36	48	1746	0	0	0	1	
