Version	1.08	gmtime	1441364364
index	timestamp	eyeroihoriz	eyeroivert	eyeroizoomx	eyeroizoomy	blendmode	blendfactor	onlinecalib	eye_valid	eye_x	eye_y	eye_w	eye_h	eye_a	field_x	field_y	displaymode	displayeyedetection	event
4257	76879504	0	0	0	0	1	128	0	1	422	360	29	33	957	0	0	0	1	
4258	76879537	0	0	0	0	1	128	0	1	422	360	29	33	963	0	0	0	1	
4259	76879570	0	0	0	0	1	128	0	1	422	360	29	33	952	0	0	0	1	
4260	76879604	0	0	0	0	1	128	0	1	422	360	29	33	954	0	0	0	1	
4261	76879637	0	0	0	0	1	128	0	1	422	360	29	33	956	0	0	0	1	
4262	76879670	0	0	0	0	1	128	0	1	422	360	29	33	957	0	0	0	1	
4263	76879704	0	0	0	0	1	128	0	1	422	358	30	35	1022	0	0	0	1	
4264	76879737	0	0	0	0	1	128	0	1	422	358	29	34	1000	0	0	0	1	
4265	76879770	0	0	0	0	1	128	0	1	422	360	29	33	930	0	0	0	1	
4266	76879804	0	0	0	0	1	128	0	1	422	360	29	33	942	0	0	0	1	
4267	76879837	0	0	0	0	1	128	0	1	422	360	29	33	937	0	0	0	1	
4268	76879871	0	0	0	0	1	128	0	1	422	360	29	33	935	0	0	0	1	
4269	76879904	0	0	0	0	1	128	0	1	426	358	29	33	937	0	0	0	1	
4270	76879937	0	0	0	0	1	128	0	1	426	358	29	32	945	0	0	0	1	
4271	76879971	0	0	0	0	1	128	0	1	426	358	29	33	942	0	0	0	1	
4272	76880004	0	0	0	0	1	128	0	1	426	358	29	33	971	0	0	0	1	
4273	76880037	0	0	0	0	1	128	0	1	426	358	29	33	954	0	0	0	1	
4274	76880071	0	0	0	0	1	128	0	1	426	358	29	33	963	0	0	0	1	
4275	76880104	0	0	0	0	1	128	0	1	426	358	29	33	958	0	0	0	1	
4276	76880137	0	0	0	0	1	128	0	1	424	356	30	36	1068	0	0	0	1	
4277	76880171	0	0	0	0	1	128	0	1	424	360	29	33	952	0	0	0	1	
