Version	1.08	gmtime	1441281311
index	timestamp	eyeroihoriz	eyeroivert	eyeroizoomx	eyeroizoomy	blendmode	blendfactor	onlinecalib	eye_valid	eye_x	eye_y	eye_w	eye_h	eye_a	field_x	field_y	displaymode	displayeyedetection	event
7774	103523965	0	0	0	0	1	128	0	1	498	334	41	46	1878	0	0	0	1	
7775	103523998	0	0	0	0	1	128	0	1	498	334	41	46	1872	0	0	0	1	
7776	103524031	0	0	0	0	1	128	0	1	498	334	41	46	1864	0	0	0	1	
7777	103524065	0	0	0	0	1	128	0	1	498	334	40	46	1858	0	0	0	1	
7778	103524098	0	0	0	0	1	128	0	1	498	334	41	46	1858	0	0	0	1	
7779	103524132	0	0	0	0	1	128	0	1	498	334	40	46	1864	0	0	0	1	
7780	103524165	0	0	0	0	1	128	0	1	498	334	41	46	1876	0	0	0	1	
7781	103524198	0	0	0	0	1	128	0	1	498	334	41	46	1897	0	0	0	1	
7782	103524232	0	0	0	0	1	128	0	1	498	334	41	47	1918	0	0	0	1	
7783	103524265	0	0	0	0	1	128	0	1	498	334	42	47	1947	0	0	0	1	
7784	103524298	0	0	0	0	1	128	0	1	498	334	42	47	1966	0	0	0	1	
7785	103524332	0	0	0	0	1	128	0	1	496	332	42	47	2003	0	0	0	1	
7786	103524365	0	0	0	0	1	128	0	1	496	332	42	47	1997	0	0	0	1	
7787	103524398	0	0	0	0	1	128	0	1	496	332	42	47	2007	0	0	0	1	
7788	103524432	0	0	0	0	1	128	0	1	496	332	42	47	2011	0	0	0	1	
7789	103524465	0	0	0	0	1	128	0	1	496	332	42	47	2002	0	0	0	1	
7790	103524499	0	0	0	0	1	128	0	1	496	332	42	47	1999	0	0	0	1	
7791	103524532	0	0	0	0	1	128	0	1	496	332	42	47	1993	0	0	0	1	
7792	103524565	0	0	0	0	1	128	0	1	496	332	42	47	1972	0	0	0	1	
7793	103524599	0	0	0	0	1	128	0	1	496	332	42	47	1964	0	0	0	1	
7794	103524632	0	0	0	0	1	128	0	1	496	332	42	46	1930	0	0	0	1	
7795	103524665	0	0	0	0	1	128	0	1	498	332	41	46	1883	0	0	0	1	
7796	103524699	0	0	0	0	1	128	0	1	500	330	41	45	1841	0	0	0	1	
7797	103524732	0	0	0	0	1	128	0	1	500	330	40	45	1805	0	0	0	1	
7798	103524766	0	0	0	0	1	128	0	1	500	330	40	44	1766	0	0	0	1	
7799	103524799	0	0	0	0	1	128	0	1	500	330	39	44	1738	0	0	0	1	
7800	103524832	0	0	0	0	1	128	0	1	500	330	39	44	1694	0	0	0	1	
7801	103524866	0	0	0	0	1	128	0	1	500	330	39	43	1671	0	0	0	1	
7802	103524899	0	0	0	0	1	128	0	1	500	330	38	43	1638	0	0	0	1	
7803	103524932	0	0	0	0	1	128	0	1	508	336	37	42	1554	0	0	0	1	
7804	103524966	0	0	0	0	1	128	0	1	508	336	37	42	1540	0	0	0	1	
7805	103524999	0	0	0	0	1	128	0	1	508	336	37	42	1520	0	0	0	1	
7806	103525032	0	0	0	0	1	128	0	1	508	336	36	41	1508	0	0	0	1	
7807	103525066	0	0	0	0	1	128	0	1	508	336	36	41	1498	0	0	0	1	
