Version	1.08	gmtime	1440676111
index	timestamp	eyeroihoriz	eyeroivert	eyeroizoomx	eyeroizoomy	blendmode	blendfactor	onlinecalib	eye_valid	eye_x	eye_y	eye_w	eye_h	eye_a	field_x	field_y	displaymode	displayeyedetection	event
7847	11647815	0	0	0	0	1	128	0	1	390	348	44	48	2104	0	0	0	1	
7848	11647849	0	0	0	0	1	128	0	1	390	348	44	48	2112	0	0	0	1	
7849	11647882	0	0	0	0	1	128	0	1	390	348	44	48	2123	0	0	0	1	
7850	11647915	0	0	0	0	1	128	0	1	392	346	44	49	2135	0	0	0	1	
7851	11647949	0	0	0	0	1	128	0	1	398	344	44	48	2100	0	0	0	1	
7852	11647982	0	0	0	0	1	128	0	1	398	344	44	48	2098	0	0	0	1	
7853	11648015	0	0	0	0	1	128	0	1	398	344	43	48	2080	0	0	0	1	
7854	11648049	0	0	0	0	1	128	0	1	398	344	43	48	2071	0	0	0	1	
7855	11648082	0	0	0	0	1	128	0	1	398	344	43	47	2052	0	0	0	1	
7856	11648116	0	0	0	0	1	128	0	1	398	342	43	47	2050	0	0	0	1	
7857	11648149	0	0	0	0	1	128	0	1	398	342	43	47	2045	0	0	0	1	
7858	11648182	0	0	0	0	1	128	0	1	398	342	43	47	2044	0	0	0	1	
7859	11648216	0	0	0	0	1	128	0	1	398	342	43	47	2048	0	0	0	1	
7860	11648249	0	0	0	0	1	128	0	1	390	346	44	47	2085	0	0	0	1	
7861	11648282	0	0	0	0	1	128	0	1	390	346	44	48	2097	0	0	0	1	
7862	11648316	0	0	0	0	1	128	0	1	388	346	44	48	2106	0	0	0	1	
7863	11648349	0	0	0	0	1	128	0	1	388	346	44	48	2122	0	0	0	1	
7864	11648382	0	0	0	0	1	128	0	1	388	346	44	48	2136	0	0	0	1	
7865	11648416	0	0	0	0	1	128	0	1	388	346	44	48	2140	0	0	0	1	
7866	11648449	0	0	0	0	1	128	0	1	388	346	45	48	2156	0	0	0	1	
7867	11648482	0	0	0	0	1	128	0	1	388	346	45	49	2168	0	0	0	1	
7868	11648516	0	0	0	0	1	128	0	1	388	346	45	49	2179	0	0	0	1	
7869	11648549	0	0	0	0	1	128	0	1	388	346	45	49	2179	0	0	0	1	
7870	11648583	0	0	0	0	1	128	0	1	388	346	45	49	2185	0	0	0	1	
7871	11648616	0	0	0	0	1	128	0	1	388	346	45	49	2185	0	0	0	1	
7872	11648649	0	0	0	0	1	128	0	1	388	346	45	49	2186	0	0	0	1	
7873	11648683	0	0	0	0	1	128	0	1	388	346	45	49	2187	0	0	0	1	
7874	11648716	0	0	0	0	1	128	0	1	394	344	44	49	2153	0	0	0	1	
7875	11648749	0	0	0	0	1	128	0	1	396	344	44	49	2139	0	0	0	1	
7876	11648783	0	0	0	0	1	128	0	1	396	344	44	48	2134	0	0	0	1	
7877	11648816	0	0	0	0	1	128	0	1	396	344	44	49	2135	0	0	0	1	
7878	11648850	0	0	0	0	1	128	0	1	396	342	44	49	2144	0	0	0	1	
7879	11648883	0	0	0	0	1	128	0	1	396	344	44	48	2136	0	0	0	1	
7880	11648916	0	0	0	0	1	128	0	1	396	344	44	48	2127	0	0	0	1	
7881	11648950	0	0	0	0	1	128	0	1	396	344	44	48	2115	0	0	0	1	
7882	11648983	0	0	0	0	1	128	0	1	396	342	44	48	2095	0	0	0	1	
7883	11649016	0	0	0	0	1	128	0	1	396	342	44	48	2077	0	0	0	1	
7884	11649050	0	0	0	0	1	128	0	1	396	342	43	48	2059	0	0	0	1	
7885	11649083	0	0	0	0	1	128	0	1	396	342	43	47	2033	0	0	0	1	
7886	11649117	0	0	0	0	1	128	0	1	398	342	43	47	2021	0	0	0	1	
7887	11649150	0	0	0	0	1	128	0	1	398	342	43	47	2014	0	0	0	1	
7888	11649183	0	0	0	0	1	128	0	1	398	342	43	47	2011	0	0	0	1	
7889	11649217	0	0	0	0	1	128	0	1	398	342	43	47	2004	0	0	0	1	
7890	11649250	0	0	0	0	1	128	0	1	398	342	43	47	1990	0	0	0	1	
7891	11649283	0	0	0	0	1	128	0	1	398	342	42	47	1973	0	0	0	1	
7892	11649317	0	0	0	0	1	128	0	1	382	348	43	46	2014	0	0	0	1	
7893	11649350	0	0	0	0	1	128	0	1	380	348	43	47	2015	0	0	0	1	
7894	11649384	0	0	0	0	1	128	0	1	380	348	43	47	2008	0	0	0	1	
7895	11649417	0	0	0	0	1	128	0	1	380	348	43	46	2005	0	0	0	1	
7896	11649450	0	0	0	0	1	128	0	1	380	348	43	46	1998	0	0	0	1	
7897	11649484	0	0	0	0	1	128	0	1	380	348	43	46	1997	0	0	0	1	
7898	11649517	0	0	0	0	1	128	0	1	380	348	43	46	1991	0	0	0	1	
7899	11649550	0	0	0	0	1	128	0	1	380	348	43	46	1987	0	0	0	1	
7900	11649584	0	0	0	0	1	128	0	1	380	348	43	46	1973	0	0	0	1	
7901	11649617	0	0	0	0	1	128	0	1	380	348	43	46	1970	0	0	0	1	
7902	11649650	0	0	0	0	1	128	0	1	380	348	43	46	1961	0	0	0	1	
7903	11649684	0	0	0	0	1	128	0	1	380	348	42	46	1943	0	0	0	1	
7904	11649717	0	0	0	0	1	128	0	1	380	348	42	46	1930	0	0	0	1	
7905	11649751	0	0	0	0	1	128	0	1	380	348	42	46	1928	0	0	0	1	
7906	11649784	0	0	0	0	1	128	0	1	388	346	42	46	1899	0	0	0	1	
7907	11649817	0	0	0	0	1	128	0	1	388	346	42	45	1896	0	0	0	1	
7908	11649851	0	0	0	0	1	128	0	1	388	346	42	45	1883	0	0	0	1	
7909	11649884	0	0	0	0	1	128	0	1	388	346	42	45	1882	0	0	0	1	
7910	11649917	0	0	0	0	1	128	0	1	388	346	42	45	1876	0	0	0	1	
7911	11649951	0	0	0	0	1	128	0	1	388	346	42	45	1871	0	0	0	1	
7912	11649984	0	0	0	0	1	128	0	1	388	346	41	45	1858	0	0	0	1	
7913	11650017	0	0	0	0	1	128	0	1	388	346	41	45	1838	0	0	0	1	
7914	11650051	0	0	0	0	1	128	0	1	388	346	41	44	1820	0	0	0	1	
7915	11650084	0	0	0	0	1	128	0	1	388	346	41	44	1807	0	0	0	1	
7916	11650118	0	0	0	0	1	128	0	1	388	346	40	44	1787	0	0	0	1	
7917	11650151	0	0	0	0	1	128	0	1	362	370	38	44	1678	0	0	0	1	
7918	11650184	0	0	0	0	1	128	0	1	360	390	38	44	1672	0	0	0	1	
7919	11650218	0	0	0	0	1	128	0	1	358	390	39	44	1693	0	0	0	1	
7920	11650251	0	0	0	0	1	128	0	1	352	400	37	43	1612	0	0	0	1	
7921	11650284	0	0	0	0	1	128	0	1	352	404	37	43	1612	0	0	0	1	
7922	11650318	0	0	0	0	1	128	0	1	352	404	37	43	1612	0	0	0	1	
7923	11650351	0	0	0	0	1	128	0	1	352	404	37	43	1607	0	0	0	1	
7924	11650385	0	0	0	0	1	128	0	1	352	404	37	43	1601	0	0	0	1	
7925	11650418	0	0	0	0	1	128	0	1	352	404	37	43	1607	0	0	0	1	
7926	11650451	0	0	0	0	1	128	0	1	352	404	37	43	1607	0	0	0	1	
7927	11650485	0	0	0	0	1	128	0	1	350	404	37	44	1615	0	0	0	1	
7928	11650518	0	0	0	0	1	128	0	1	350	404	37	44	1617	0	0	0	1	
7929	11650551	0	0	0	0	1	128	0	1	350	404	37	44	1631	0	0	0	1	
7930	11650585	0	0	0	0	1	128	0	1	350	404	37	44	1635	0	0	0	1	
7931	11650618	0	0	0	0	1	128	0	1	380	398	38	59	2228	0	0	0	1	
7932	11650651	0	0	0	0	1	128	0	1	436	376	31	43	1352	0	0	0	1	
7933	11650685	0	0	0	0	1	128	0	1	444	372	32	43	1367	0	0	0	1	
7934	11650718	0	0	0	0	1	128	0	1	444	372	32	43	1380	0	0	0	1	
7935	11650752	0	0	0	0	1	128	0	1	444	372	32	43	1390	0	0	0	1	
7936	11650785	0	0	0	0	1	128	0	1	444	372	32	44	1414	0	0	0	1	
7937	11650818	0	0	0	0	1	128	0	1	444	374	32	44	1425	0	0	0	1	
7938	11650852	0	0	0	0	1	128	0	1	444	374	33	44	1442	0	0	0	1	
7939	11650885	0	0	0	0	1	128	0	1	444	374	33	44	1447	0	0	0	1	
7940	11650918	0	0	0	0	1	128	0	1	444	374	33	44	1454	0	0	0	1	
7941	11650952	0	0	0	0	1	128	0	1	444	374	33	44	1456	0	0	0	1	
7942	11650985	0	0	0	0	1	128	0	1	444	374	33	45	1464	0	0	0	1	
7943	11651018	0	0	0	0	1	128	0	1	444	374	33	45	1459	0	0	0	1	
7944	11651052	0	0	0	0	1	128	0	1	442	374	33	45	1473	0	0	0	1	
7945	11651085	0	0	0	0	1	128	0	1	442	374	33	45	1480	0	0	0	1	
7946	11651119	0	0	0	0	1	128	0	1	442	374	33	45	1482	0	0	0	1	
7947	11651152	0	0	0	0	1	128	0	1	442	374	33	45	1480	0	0	0	1	
7948	11651185	0	0	0	0	1	128	0	1	444	364	34	43	1439	0	0	0	1	
7949	11651219	0	0	0	0	1	128	0	1	426	308	45	49	2235	0	0	0	1	
7950	11651252	0	0	0	0	1	128	0	1	428	294	38	45	1733	0	0	0	1	
7951	11651285	0	0	0	0	1	128	0	1	426	296	38	46	1744	0	0	0	1	
7952	11651319	0	0	0	0	1	128	0	1	424	296	39	46	1759	0	0	0	1	
7953	11651352	0	0	0	0	1	128	0	1	424	296	38	46	1757	0	0	0	1	
7954	11651386	0	0	0	0	1	128	0	1	424	296	39	46	1789	0	0	0	1	
7955	11651419	0	0	0	0	1	128	0	1	426	286	38	46	1770	0	0	0	1	
7956	11651452	0	0	0	0	1	128	0	1	426	286	39	46	1779	0	0	0	1	
7957	11651486	0	0	0	0	1	128	0	1	426	286	39	46	1787	0	0	0	1	
7958	11651519	0	0	0	0	1	128	0	1	424	288	39	46	1789	0	0	0	1	
7959	11651552	0	0	0	0	1	128	0	1	424	288	39	46	1798	0	0	0	1	
7960	11651586	0	0	0	0	1	128	0	1	424	288	39	46	1791	0	0	0	1	
7961	11651619	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
7962	11651653	0	0	0	0	1	128	0	1	332	310	45	48	2162	0	0	0	1	
7963	11651686	0	0	0	0	1	128	0	1	332	312	46	46	2113	0	0	0	1	
7964	11651719	0	0	0	0	1	128	0	1	330	312	46	46	2104	0	0	0	1	
7965	11651753	0	0	0	0	1	128	0	1	330	312	46	46	2089	0	0	0	1	
7966	11651786	0	0	0	0	1	128	0	1	330	312	46	46	2110	0	0	0	1	
7967	11651819	0	0	0	0	1	128	0	1	330	312	46	46	2109	0	0	0	1	
7968	11651853	0	0	0	0	1	128	0	1	328	314	46	46	2108	0	0	0	1	
7969	11651886	0	0	0	0	1	128	0	1	328	316	46	46	2120	0	0	0	1	
7970	11651919	0	0	0	0	1	128	0	1	328	314	46	46	2122	0	0	0	1	
7971	11651953	0	0	0	0	1	128	0	1	328	314	45	46	2108	0	0	0	1	
7972	11651986	0	0	0	0	1	128	0	1	328	314	45	46	2105	0	0	0	1	
7973	11652020	0	0	0	0	1	128	0	1	328	314	45	46	2086	0	0	0	1	
7974	11652053	0	0	0	0	1	128	0	1	326	314	45	46	2078	0	0	0	1	
7975	11652086	0	0	0	0	1	128	0	1	326	316	45	45	2034	0	0	0	1	
7976	11652120	0	0	0	0	1	128	0	1	328	316	44	45	1976	0	0	0	1	
7977	11652153	0	0	0	0	1	128	0	1	328	316	44	45	1949	0	0	0	1	
7978	11652186	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
7979	11652220	0	0	0	0	1	128	0	1	406	290	37	43	1613	0	0	0	1	
7980	11652253	0	0	0	0	1	128	0	1	414	290	38	43	1634	0	0	0	1	
7981	11652287	0	0	0	0	1	128	0	1	414	288	38	43	1610	0	0	0	1	
7982	11652320	0	0	0	0	1	128	0	1	416	288	37	43	1596	0	0	0	1	
7983	11652353	0	0	0	0	1	128	0	1	420	288	37	42	1563	0	0	0	1	
7984	11652387	0	0	0	0	1	128	0	1	424	286	36	43	1533	0	0	0	1	
7985	11652420	0	0	0	0	1	128	0	1	424	286	36	43	1524	0	0	0	1	
7986	11652453	0	0	0	0	1	128	0	1	424	286	36	42	1518	0	0	0	1	
7987	11652487	0	0	0	0	1	128	0	1	422	286	36	42	1504	0	0	0	1	
7988	11652520	0	0	0	0	1	128	0	1	422	286	36	42	1513	0	0	0	1	
7989	11652553	0	0	0	0	1	128	0	1	422	286	36	42	1511	0	0	0	1	
7990	11652587	0	0	0	0	1	128	0	1	422	286	36	42	1519	0	0	0	1	
7991	11652620	0	0	0	0	1	128	0	1	422	286	36	42	1527	0	0	0	1	
7992	11652654	0	0	0	0	1	128	0	1	422	286	36	43	1533	0	0	0	1	
7993	11652687	0	0	0	0	1	128	0	1	422	286	36	43	1537	0	0	0	1	
7994	11652720	0	0	0	0	1	128	0	1	422	286	36	43	1548	0	0	0	1	
7995	11652754	0	0	0	0	1	128	0	1	422	286	36	43	1553	0	0	0	1	
7996	11652787	0	0	0	0	1	128	0	1	422	286	36	43	1557	0	0	0	1	
7997	11652820	0	0	0	0	1	128	0	1	422	284	36	41	1464	0	0	0	1	
7998	11652854	0	0	0	0	1	128	0	1	436	324	41	50	2046	0	0	0	1	
7999	11652887	0	0	0	0	1	128	0	1	434	360	33	40	1336	0	0	0	1	
8000	11652920	0	0	0	0	1	128	0	1	434	378	33	43	1395	0	0	0	1	
8001	11652954	0	0	0	0	1	128	0	1	434	378	33	43	1424	0	0	0	1	
8002	11652987	0	0	0	0	1	128	0	1	434	378	33	44	1436	0	0	0	1	
8003	11653021	0	0	0	0	1	128	0	1	434	378	33	43	1431	0	0	0	1	
8004	11653054	0	0	0	0	1	128	0	1	436	378	33	43	1427	0	0	0	1	
8005	11653087	0	0	0	0	1	128	0	1	442	378	32	44	1397	0	0	0	1	
8006	11653121	0	0	0	0	1	128	0	1	444	376	32	44	1398	0	0	0	1	
8007	11653154	0	0	0	0	1	128	0	1	444	376	32	44	1398	0	0	0	1	
8008	11653187	0	0	0	0	1	128	0	1	444	376	32	44	1401	0	0	0	1	
8009	11653221	0	0	0	0	1	128	0	1	442	376	32	44	1405	0	0	0	1	
8010	11653254	0	0	0	0	1	128	0	1	442	376	32	44	1404	0	0	0	1	
8011	11653288	0	0	0	0	1	128	0	1	442	376	32	44	1412	0	0	0	1	
8012	11653321	0	0	0	0	1	128	0	1	442	376	32	44	1423	0	0	0	1	
8013	11653354	0	0	0	0	1	128	0	1	442	376	32	44	1434	0	0	0	1	
8014	11653388	0	0	0	0	1	128	0	1	440	376	33	44	1435	0	0	0	1	
8015	11653421	0	0	0	0	1	128	0	1	380	396	38	53	2022	0	0	0	1	
8016	11653454	0	0	0	0	1	128	0	1	350	404	39	45	1779	0	0	0	1	
8017	11653488	0	0	0	0	1	128	0	1	350	404	39	46	1795	0	0	0	1	
8018	11653521	0	0	0	0	1	128	0	1	350	404	40	46	1820	0	0	0	1	
8019	11653554	0	0	0	0	1	128	0	1	350	404	40	46	1847	0	0	0	1	
8020	11653588	0	0	0	0	1	128	0	1	350	404	40	46	1867	0	0	0	1	
8021	11653621	0	0	0	0	1	128	0	1	350	404	40	47	1893	0	0	0	1	
8022	11653655	0	0	0	0	1	128	0	1	350	404	41	47	1912	0	0	0	1	
8023	11653688	0	0	0	0	1	128	0	1	350	404	41	47	1918	0	0	0	1	
8024	11653721	0	0	0	0	1	128	0	1	350	404	41	47	1925	0	0	0	1	
8025	11653755	0	0	0	0	1	128	0	1	350	404	41	47	1911	0	0	0	1	
8026	11653788	0	0	0	0	1	128	0	1	348	404	40	47	1884	0	0	0	1	
8027	11653821	0	0	0	0	1	128	0	1	348	404	40	46	1857	0	0	0	1	
8028	11653855	0	0	0	0	1	128	0	1	348	404	40	46	1833	0	0	0	1	
8029	11653888	0	0	0	0	1	128	0	1	348	404	40	46	1817	0	0	0	1	
8030	11653922	0	0	0	0	1	128	0	1	348	404	39	46	1794	0	0	0	1	
8031	11653955	0	0	0	0	1	128	0	1	348	404	39	45	1779	0	0	0	1	
8032	11653988	0	0	0	0	1	128	0	1	348	404	39	45	1760	0	0	0	1	
8033	11654022	0	0	0	0	1	128	0	1	348	404	39	45	1745	0	0	0	1	
8034	11654055	0	0	0	0	1	128	0	1	348	404	39	45	1732	0	0	0	1	
8035	11654088	0	0	0	0	1	128	0	1	348	402	39	44	1723	0	0	0	1	
8036	11654122	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
8037	11654155	0	0	0	0	1	128	0	1	336	322	44	44	1931	0	0	0	1	
8038	11654189	0	0	0	0	1	128	0	1	334	318	43	44	1905	0	0	0	1	
8039	11654222	0	0	0	0	1	128	0	1	334	318	43	44	1901	0	0	0	1	
8040	11654255	0	0	0	0	1	128	0	1	332	318	43	44	1922	0	0	0	1	
8041	11654289	0	0	0	0	1	128	0	1	332	318	44	44	1927	0	0	0	1	
8042	11654322	0	0	0	0	1	128	0	1	332	312	43	44	1897	0	0	0	1	
8043	11654355	0	0	0	0	1	128	0	1	332	312	43	44	1894	0	0	0	1	
8044	11654389	0	0	0	0	1	128	0	1	332	312	43	44	1903	0	0	0	1	
8045	11654422	0	0	0	0	1	128	0	1	332	312	43	44	1885	0	0	0	1	
8046	11654455	0	0	0	0	1	128	0	1	332	312	43	44	1876	0	0	0	1	
8047	11654489	0	0	0	0	1	128	0	1	332	312	43	44	1853	0	0	0	1	
8048	11654522	0	0	0	0	1	128	0	1	330	312	43	44	1886	0	0	0	1	
8049	11654556	0	0	0	0	1	128	0	1	330	312	43	44	1893	0	0	0	1	
8050	11654589	0	0	0	0	1	128	0	1	330	312	43	44	1895	0	0	0	1	
8051	11654622	0	0	0	0	1	128	0	1	330	314	43	44	1884	0	0	0	1	
8052	11654656	0	0	0	0	1	128	0	1	330	314	43	44	1889	0	0	0	1	
