Version	1.08	gmtime	1441364364
index	timestamp	eyeroihoriz	eyeroivert	eyeroizoomx	eyeroizoomy	blendmode	blendfactor	onlinecalib	eye_valid	eye_x	eye_y	eye_w	eye_h	eye_a	field_x	field_y	displaymode	displayeyedetection	event
5769	76929956	0	0	0	0	1	128	0	1	424	360	30	34	1043	0	0	0	1	
5770	76929990	0	0	0	0	1	128	0	1	424	360	30	35	1052	0	0	0	1	
5771	76930023	0	0	0	0	1	128	0	1	424	362	30	34	1014	0	0	0	1	
5772	76930056	0	0	0	0	1	128	0	1	426	362	29	33	975	0	0	0	1	
5773	76930090	0	0	0	0	1	128	0	1	426	362	29	33	976	0	0	0	1	
5774	76930123	0	0	0	0	1	128	0	1	426	360	30	33	992	0	0	0	1	
5775	76930156	0	0	0	0	1	128	0	1	426	360	30	33	989	0	0	0	1	
5776	76930190	0	0	0	0	1	128	0	1	426	360	29	33	977	0	0	0	1	
5777	76930223	0	0	0	0	1	128	0	1	426	360	29	33	976	0	0	0	1	
5778	76930257	0	0	0	0	1	128	0	1	426	362	29	33	956	0	0	0	1	
5779	76930290	0	0	0	0	1	128	0	1	418	366	31	33	1026	0	0	0	1	
5780	76930323	0	0	0	0	1	128	0	1	418	366	31	33	1009	0	0	0	1	
5781	76930357	0	0	0	0	1	128	0	1	418	366	30	33	1001	0	0	0	1	
5782	76930390	0	0	0	0	1	128	0	1	418	366	31	33	1009	0	0	0	1	
5783	76930423	0	0	0	0	1	128	0	1	418	366	31	33	1003	0	0	0	1	
5784	76930457	0	0	0	0	1	128	0	1	418	366	32	33	1055	0	0	0	1	
5785	76930490	0	0	0	0	1	128	0	1	418	366	31	33	1013	0	0	0	1	
5786	76930523	0	0	0	0	1	128	0	1	418	366	31	33	1011	0	0	0	1	
5787	76930557	0	0	0	0	1	128	0	1	418	366	31	33	997	0	0	0	1	
5788	76930590	0	0	0	0	1	128	0	1	418	366	31	32	1002	0	0	0	1	
5789	76930624	0	0	0	0	1	128	0	1	422	364	30	33	996	0	0	0	1	
5790	76930657	0	0	0	0	1	128	0	1	424	362	30	33	987	0	0	0	1	
5791	76930690	0	0	0	0	1	128	0	1	424	362	30	33	983	0	0	0	1	
5792	76930724	0	0	0	0	1	128	0	1	424	362	30	33	974	0	0	0	1	
5793	76930757	0	0	0	0	1	128	0	1	424	360	30	34	1043	0	0	0	1	
5794	76930790	0	0	0	0	1	128	0	1	424	360	30	34	1025	0	0	0	1	
