0,3,76929956
1,3,76929990
2,3,76930023
3,3,76930056
4,3,76930090
5,3,76930123
6,3,76930156
7,3,76930190
8,3,76930223
9,3,76930257
10,3,76930290
11,3,76930323
12,3,76930357
13,3,76930390
14,3,76930423
15,3,76930457
16,3,76930490
17,3,76930523
18,3,76930557
19,3,76930590
20,3,76930624
21,3,76930657
22,3,76930690
23,3,76930724
24,3,76930757
25,3,76930790
26,3,76930824
27,3,76930857
28,3,76930891
29,3,76930924
30,3,76930957
31,3,76930991
32,3,76931024
33,3,76931057
34,3,76931091
35,3,76931124
36,3,76931157
37,3,76931191
38,3,76931224
39,3,76931258
40,3,76931291
41,3,76931324
42,3,76931358
43,3,76931391
44,3,76931424
45,3,76931458
46,3,76931491
47,3,76931524
48,3,76931558
49,3,76931591
50,3,76931625
51,3,76931658
52,3,76931691
53,3,76931725
54,3,76931758
55,3,76931791
56,3,76931825
57,3,76931858
58,3,76931892
59,3,76931925
60,3,76931958
61,3,76931992
62,3,76932025
63,3,76932058
64,3,76932092
65,3,76932125
66,3,76932159
67,3,76932192
68,3,76932225
69,3,76932259
70,3,76932292
71,3,76932325
72,3,76932359
73,3,76932392
74,3,76932425
75,3,76932459
76,3,76932492
77,3,76932526
78,3,76932559
79,3,76932592
80,0,76932626
81,0,76932659
82,0,76932692
83,0,76932726
84,0,76932759
85,0,76932793
86,0,76932826
87,0,76932859
88,0,76932893
89,1,76932926
90,1,76932959
91,1,76932993
92,0,76933026
93,0,76933059
94,0,76933093
95,0,76933126
96,0,76933160
97,0,76933193
98,1,76933226
99,0,76933260
100,0,76933293
101,0,76933326
102,0,76933360
103,0,76933393
104,0,76933427
105,0,76933460
106,0,76933493
107,0,76933527
108,0,76933560
109,0,76933593
110,0,76933627
111,0,76933660
112,0,76933693
113,0,76933727
114,1,76933760
115,1,76933794
116,1,76933827
117,0,76933860
118,0,76933894
119,0,76933927
120,0,76933960
121,0,76933994
122,0,76934027
123,0,76934061
124,0,76934094
125,0,76934127
126,0,76934161
127,0,76934194
128,0,76934227
129,0,76934261
130,1,76934294
131,1,76934327
132,1,76934361
133,0,76934394
134,0,76934427
135,0,76934461
136,0,76934494
137,0,76934528
138,0,76934561
139,0,76934594
140,0,76934628
