Version	1.08	gmtime	1440675019
index	timestamp	eyeroihoriz	eyeroivert	eyeroizoomx	eyeroizoomy	blendmode	blendfactor	onlinecalib	eye_valid	eye_x	eye_y	eye_w	eye_h	eye_a	field_x	field_y	displaymode	displayeyedetection	event
5338	10472581	0	0	0	0	1	128	0	1	390	260	64	65	4166	0	0	0	1	
5339	10472615	0	0	0	0	1	128	0	1	390	258	64	66	4222	0	0	0	1	
5340	10472648	0	0	0	0	1	128	0	1	392	258	64	66	4262	0	0	0	1	
5341	10472681	0	0	0	0	1	128	0	1	392	258	64	67	4281	0	0	0	1	
5342	10472715	0	0	0	0	1	128	0	1	392	256	64	67	4282	0	0	0	1	
5343	10472748	0	0	0	0	1	128	0	1	392	256	64	66	4256	0	0	0	1	
5344	10472782	0	0	0	0	1	128	0	1	392	256	63	66	4178	0	0	0	1	
5345	10472815	0	0	0	0	1	128	0	1	392	256	63	65	4112	0	0	0	1	
5346	10472848	0	0	0	0	1	128	0	1	392	256	62	65	4035	0	0	0	1	
5347	10472882	0	0	0	0	1	128	0	1	392	256	62	64	3990	0	0	0	1	
5348	10472915	0	0	0	0	1	128	0	1	392	256	62	64	3949	0	0	0	1	
5349	10472948	0	0	0	0	1	128	0	1	392	256	62	64	3921	0	0	0	1	
5350	10472982	0	0	0	0	1	128	0	1	394	256	61	64	3895	0	0	0	1	
5351	10473015	0	0	0	0	1	128	0	1	394	256	61	63	3872	0	0	0	1	
5352	10473048	0	0	0	0	1	128	0	1	394	256	61	63	3859	0	0	0	1	
5353	10473082	0	0	0	0	1	128	0	1	394	256	61	63	3846	0	0	0	1	
5354	10473115	0	0	0	0	1	128	0	1	394	256	61	63	3830	0	0	0	1	
5355	10473149	0	0	0	0	1	128	0	1	394	256	61	63	3827	0	0	0	1	
5356	10473182	0	0	0	0	1	128	0	1	394	256	61	63	3826	0	0	0	1	
5357	10473215	0	0	0	0	1	128	0	1	394	254	61	63	3818	0	0	0	1	
5358	10473249	0	0	0	0	1	128	0	1	394	254	61	63	3820	0	0	0	1	
5359	10473282	0	0	0	0	1	128	0	1	394	254	61	63	3814	0	0	0	1	
5360	10473315	0	0	0	0	1	128	0	1	394	254	61	63	3820	0	0	0	1	
5361	10473349	0	0	0	0	1	128	0	1	394	254	61	63	3813	0	0	0	1	
5362	10473382	0	0	0	0	1	128	0	1	394	254	61	63	3797	0	0	0	1	
5363	10473415	0	0	0	0	1	128	0	1	394	254	61	62	3779	0	0	0	1	
5364	10473449	0	0	0	0	1	128	0	1	394	254	60	62	3755	0	0	0	1	
5365	10473482	0	0	0	0	1	128	0	1	392	254	60	62	3740	0	0	0	1	
5366	10473516	0	0	0	0	1	128	0	1	392	254	60	62	3738	0	0	0	1	
