Version	1.08	gmtime	1441281311
index	timestamp	eyeroihoriz	eyeroivert	eyeroizoomx	eyeroizoomy	blendmode	blendfactor	onlinecalib	eye_valid	eye_x	eye_y	eye_w	eye_h	eye_a	field_x	field_y	displaymode	displayeyedetection	event
4078	103400635	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4079	103400669	0	0	0	0	1	128	0	1	492	312	22	38	821	0	0	0	1	
4080	103400702	0	0	0	0	1	128	0	1	502	330	44	48	2080	0	0	0	1	
4081	103400735	0	0	0	0	1	128	0	1	502	318	33	46	1507	0	0	0	1	
4082	103400769	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4083	103400802	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4084	103400836	0	0	0	0	1	128	0	1	502	338	42	51	2152	0	0	0	1	
4085	103400869	0	0	0	0	1	128	0	1	506	330	43	49	2084	0	0	0	1	
4086	103400902	0	0	0	0	1	128	0	1	508	328	42	49	2088	0	0	0	1	
4087	103400936	0	0	0	0	1	128	0	1	508	326	43	49	2105	0	0	0	1	
4088	103400969	0	0	0	0	1	128	0	1	508	328	43	50	2131	0	0	0	1	
4089	103401002	0	0	0	0	1	128	0	1	508	328	43	50	2150	0	0	0	1	
4090	103401036	0	0	0	0	1	128	0	1	508	328	43	50	2173	0	0	0	1	
4091	103401069	0	0	0	0	1	128	0	1	508	330	43	50	2171	0	0	0	1	
4092	103401103	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4093	103401136	0	0	0	0	1	128	0	1	234	310	17	32	550	0	0	0	1	
4094	103401169	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4095	103401203	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4096	103401236	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4097	103401269	0	0	0	0	1	128	0	1	516	330	31	35	1071	0	0	0	1	
4098	103401303	0	0	0	0	1	128	0	1	504	344	45	51	2271	0	0	0	1	
4099	103401336	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4100	103401370	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4101	103401403	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4102	103401436	0	0	0	0	1	128	0	1	502	342	47	55	2611	0	0	0	1	
4103	103401470	0	0	0	0	1	128	0	1	504	330	46	52	2370	0	0	0	1	
4104	103401503	0	0	0	0	1	128	0	1	504	328	46	52	2396	0	0	0	1	
4105	103401536	0	0	0	0	1	128	0	1	504	328	46	52	2395	0	0	0	1	
4106	103401570	0	0	0	0	1	128	0	1	504	328	46	52	2407	0	0	0	1	
4107	103401603	0	0	0	0	1	128	0	1	504	328	46	52	2402	0	0	0	1	
4108	103401636	0	0	0	0	1	128	0	1	504	328	46	53	2410	0	0	0	1	
4109	103401670	0	0	0	0	1	128	0	1	502	326	46	53	2426	0	0	0	1	
4110	103401703	0	0	0	0	1	128	0	1	500	324	47	52	2433	0	0	0	1	
4111	103401737	0	0	0	0	1	128	0	1	500	324	47	52	2431	0	0	0	1	
4112	103401770	0	0	0	0	1	128	0	1	500	324	46	52	2426	0	0	0	1	
4113	103401803	0	0	0	0	1	128	0	1	498	326	46	52	2420	0	0	0	1	
4114	103401837	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4115	103401870	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4116	103401903	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4117	103401937	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4118	103401970	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4119	103402004	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4120	103402037	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4121	103402070	0	0	0	0	1	128	0	1	494	314	31	42	1296	0	0	0	1	
4122	103402104	0	0	0	0	1	128	0	1	500	322	45	48	2154	0	0	0	1	
4123	103402137	0	0	0	0	1	128	0	1	502	326	46	52	2417	0	0	0	1	
4124	103402170	0	0	0	0	1	128	0	1	502	324	46	52	2388	0	0	0	1	
4125	103402204	0	0	0	0	1	128	0	1	502	324	46	52	2389	0	0	0	1	
4126	103402237	0	0	0	0	1	128	0	1	502	324	46	52	2385	0	0	0	1	
4127	103402271	0	0	0	0	1	128	0	1	502	324	46	52	2385	0	0	0	1	
4128	103402304	0	0	0	0	1	128	0	1	498	324	46	52	2411	0	0	0	1	
4129	103402337	0	0	0	0	1	128	0	1	498	324	46	52	2412	0	0	0	1	
4130	103402371	0	0	0	0	1	128	0	1	498	324	47	52	2424	0	0	0	1	
4131	103402404	0	0	0	0	1	128	0	1	498	324	47	52	2432	0	0	0	1	
4132	103402437	0	0	0	0	1	128	0	1	498	324	47	52	2446	0	0	0	1	
4133	103402471	0	0	0	0	1	128	0	1	498	324	47	52	2458	0	0	0	1	
4134	103402504	0	0	0	0	1	128	0	1	506	324	46	53	2427	0	0	0	1	
4135	103402537	0	0	0	0	1	128	0	1	506	324	46	53	2436	0	0	0	1	
4136	103402571	0	0	0	0	1	128	0	1	506	324	46	53	2447	0	0	0	1	
4137	103402604	0	0	0	0	1	128	0	1	506	326	46	52	2399	0	0	0	1	
4138	103402638	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4139	103402671	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
4140	103402704	0	0	0	0	1	128	0	0	0	0	0	0	0	0	0	0	1	
